Price,Close,High,Low,Open,Volume,Return,Direction,Lag_1,Lag_2,Lag_3
Ticker,PAK,PAK,PAK,PAK,PAK,,,,,
Date,,,,,,,,,,
2015-04-28,43.74816131591797,43.80166742532065,43.59327478570306,43.70592148814678,11358,-0.0060778543247631545,0,0.0,0.011002484299094784,-6.571481243389243e-06
2015-04-29,43.508792877197266,43.649598571006976,43.09032100861228,43.649598571006976,2182,-0.005471508550774384,0,-0.0060778543247631545,0.0,0.011002484299094784
2015-04-30,43.59326934814453,43.76223669508895,43.10439604131808,43.50878701749476,866,0.0019415953732777602,1,-0.005471508550774384,-0.0060778543247631545,0.0
2015-05-01,43.761962890625,44.07201527749554,43.64960085956435,44.043856285773394,1517,0.0038697153253923755,1,0.0019415953732777602,-0.005471508550774384,-0.0060778543247631545
2015-05-04,43.7059211730957,44.07173290371881,43.649597822279844,43.649597822279844,3126,-0.0012806033785404125,0,0.0038697153253923755,0.0019415953732777602,-0.005471508550774384
2015-05-05,43.311668395996094,43.67776214152343,43.29730556467833,43.67776214152343,5079,-0.009020580427493652,0,-0.0012806033785404125,0.0038697153253923755,0.0019415953732777602
2015-05-06,43.841094970703125,44.21282051398201,43.76224442341916,44.21282051398201,945,0.012223647675414284,1,-0.009020580427493652,-0.0012806033785404125,0.0038697153253923755
2015-05-07,43.83376693725586,43.83376693725586,43.70028232795774,43.705916810993116,387,-0.0001671498727885412,0,0.012223647675414284,-0.009020580427493652,-0.0012806033785404125
2015-05-08,43.621437072753906,43.677760424765246,43.56511640638781,43.59327539674823,3235,-0.004843979409889232,0,-0.0001671498727885412,0.012223647675414284,-0.009020580427493652
2015-05-11,42.28660202026367,42.46683297730837,42.157062614489575,42.46683297730837,3009,-0.03060043735523732,0,-0.004843979409889232,-0.0001671498727885412,0.012223647675414284
2015-05-12,42.77660369873047,43.36798544044771,42.74844470961641,43.36798544044771,1802,0.011587634263731772,1,-0.03060043735523732,-0.004843979409889232,-0.0001671498727885412
2015-05-13,42.748435974121094,43.00188562387194,42.66395096710776,43.00188562387194,1893,-0.0006584843623340664,0,0.011587634263731772,-0.03060043735523732,-0.004843979409889232
2015-05-14,42.889251708984375,43.17086311152942,42.720287015973646,43.17086311152942,2512,0.0032940558327918534,1,-0.0006584843623340664,0.011587634263731772,-0.03060043735523732
2015-05-15,42.67803955078125,42.80448240593497,42.49527603303691,42.66395871372233,850,-0.004924594153245199,0,0.0032940558327918534,-0.0006584843623340664,0.011587634263731772
2015-05-18,42.55131530761719,42.74844434359851,42.38235063179903,42.74844434359851,16540,-0.0029693079742634243,0,-0.004924594153245199,0.0032940558327918534,-0.0006584843623340664
2015-05-19,42.326026916503906,42.326026916503906,42.18522123077714,42.29786792787461,1389,-0.00529451062757047,0,-0.0029693079742634243,-0.004924594153245199,0.0032940558327918534
2015-05-20,42.03653335571289,42.3541887710933,41.93177439775972,42.3541887710933,700,-0.006839611035595161,0,-0.00529451062757047,-0.0029693079742634243,-0.004924594153245199
2015-05-21,42.0444221496582,42.18494585575014,42.0444221496582,42.18494585575014,442,0.00018766518824375744,1,-0.006839611035595161,-0.00529451062757047,-0.0029693079742634243
2015-05-22,42.14466857910156,42.18521913209743,42.14466857910156,42.18521913209743,838,0.0023842979476926818,1,0.00018766518824375744,-0.006839611035595161,-0.00529451062757047
2015-05-26,41.70648956298828,41.87545425098359,41.5941248495535,41.87545425098359,504,-0.010397021281371766,0,0.0023842979476926818,0.00018766518824375744,-0.006839611035595161
2015-05-27,42.24154281616211,42.27843283539599,42.19648575059085,42.21338114306321,1900,0.012829016749677624,1,-0.010397021281371766,0.0023842979476926818,0.00018766518824375744
2015-05-28,42.01625061035156,42.01625061035156,41.88276601199442,41.88276601199442,729,-0.005333427493191545,0,0.012829016749677624,-0.010397021281371766,0.0023842979476926818
2015-05-29,42.52315902709961,42.55131801776605,42.48373375452132,42.52315902709961,383,0.012064579999033986,1,-0.005333427493191545,0.012829016749677624,-0.010397021281371766
2015-06-01,43.283504486083984,47.704788195805314,41.95993527216905,41.95993527216905,592,0.017880737846871053,1,0.012064579999033986,-0.005333427493191545,0.012829016749677624
2015-06-02,43.597496032714844,43.95908590456912,43.36798349644132,43.931206223797574,450,0.0072543004629352925,1,0.017880737846871053,0.012064579999033986,-0.005333427493191545
2015-06-03,43.73407745361328,43.860802299453404,43.56511278292313,43.860802299453404,1385,0.003132781313769595,1,0.0072543004629352925,0.017880737846871053,0.012064579999033986
2015-06-04,43.62171173095703,43.835172150175765,43.62171173095703,43.835172150175765,200,-0.0025692944540886,0,0.003132781313769595,0.0072543004629352925,0.017880737846871053
2015-06-05,43.529911041259766,43.76195613685281,43.529911041259766,43.76195613685281,1930,-0.0021044724302305973,0,-0.0025692944540886,0.003132781313769595,0.0072543004629352925
2015-06-08,43.22718048095703,43.48062748538024,43.19901880747278,43.48062748538024,4935,-0.006954541212266463,0,-0.0021044724302305973,-0.0025692944540886,0.003132781313769595
2015-06-09,43.621158599853516,43.621158599853516,43.56314865794941,43.56314865794941,136,0.009114129455425557,1,-0.006954541212266463,-0.0021044724302305973,-0.0025692944540886
2015-06-10,43.59326934814453,43.677754364439174,43.591862070233084,43.64959269234096,2012,-0.0006393514662189625,0,0.009114129455425557,-0.006954541212266463,-0.0021044724302305973
2015-06-11,43.91008758544922,43.91008758544922,43.67804246501359,43.67804246501359,1234,0.007267595251333692,1,-0.0006393514662189625,0.009114129455425557,-0.006954541212266463
2015-06-12,43.790401458740234,43.93120714352716,43.72563175685757,43.90304546944076,629,-0.002725709131781495,0,0.007267595251333692,-0.0006393514662189625,0.009114129455425557
2015-06-15,44.29729080200195,44.29729080200195,43.7903941809167,43.7903941809167,2364,0.011575352734304545,1,-0.002725709131781495,0.007267595251333692,-0.0006393514662189625
2015-06-16,43.790401458740234,43.790401458740234,43.56511343733918,43.65804481330824,1099,-0.011442897163336463,0,0.011575352734304545,-0.002725709131781495,0.007267595251333692
2015-06-17,43.396148681640625,43.48063102332254,43.36798700586491,43.48063102332254,703,-0.009003177956043107,0,-0.011442897163336463,0.011575352734304545,-0.002725709131781495
2015-06-18,43.75379180908203,43.75379180908203,43.75379180908203,43.75379180908203,78,0.008241356394668164,1,-0.009003177956043107,-0.011442897163336463,0.011575352734304545
2015-06-19,43.56511306762695,43.593272055829324,43.508789719932146,43.593272055829324,472,-0.004312283202296374,0,0.008241356394668164,-0.009003177956043107,-0.011442897163336463
2015-06-22,43.08638000488281,43.31166804868611,43.08638000488281,43.31166804868611,617,-0.010988908992408564,0,-0.004312283202296374,0.008241356394668164,-0.009003177956043107
2015-06-23,43.05820846557617,43.05820846557617,42.98217249252696,43.05820846557617,824,-0.0006538386214727243,0,-0.010988908992408564,-0.004312283202296374,0.008241356394668164
2015-06-24,43.22718048095703,43.31166281576477,43.22718048095703,43.31166281576477,560,0.003924269527282975,1,-0.0006538386214727243,-0.010988908992408564,-0.004312283202296374
2015-06-25,42.832645416259766,43.00189477333312,42.82504235485268,43.00189477333312,482,-0.009127013612906576,0,0.003924269527282975,-0.0006538386214727243,-0.010988908992408564
2015-06-26,42.776878356933594,42.80475803417461,42.776596364244035,42.80475803417461,1488,-0.0013019756025856033,0,-0.009127013612906576,0.003924269527282975,-0.0006538386214727243
2015-06-29,43.08638000488281,43.2271857036712,42.94557430609442,43.03005665110933,722,0.007235255582857425,1,-0.0013019756025856033,-0.009127013612906576,0.003924269527282975
2015-06-30,43.536956787109375,43.62115714070846,43.45247444074658,43.59327745613612,1017,0.010457522358005011,1,0.007235255582857425,-0.0013019756025856033,-0.009127013612906576
2015-07-01,44.166629791259766,44.2406918188686,44.15649148200846,44.2406918188686,498,0.014462954019258012,1,0.010457522358005011,0.007235255582857425,-0.0013019756025856033
2015-07-02,44.49442672729492,44.634950417867145,44.49442672729492,44.634950417867145,1330,0.0074218236162548745,1,0.014462954019258012,0.010457522358005011,0.007235255582857425
2015-07-06,44.65889358520508,44.83236479236798,44.65889358520508,44.66339741252754,1786,0.0036963473856663764,1,0.0074218236162548745,0.014462954019258012,0.010457522358005011
2015-07-07,44.57890701293945,44.57890701293945,44.4071251077579,44.4071251077579,1173,-0.0017910558422818967,0,0.0036963473856663764,0.0074218236162548745,0.014462954019258012
2015-07-08,44.184932708740234,44.43810039180138,44.184932708740234,44.43810039180138,412,-0.008837684245709854,0,-0.0017910558422818967,0.0036963473856663764,0.0074218236162548745
2015-07-09,43.84701156616211,44.21282334179166,43.84701156616211,44.21282334179166,2671,-0.007647881797300582,0,-0.008837684245709854,-0.0017910558422818967,0.0036963473856663764
2015-07-10,44.156497955322266,44.156497955322266,43.98753058577134,44.04385393750339,880,0.007058323431989422,1,-0.007647881797300582,-0.008837684245709854,-0.0017910558422818967
2015-07-13,44.522586822509766,44.86051883906217,44.3536194714111,44.3536194714111,712,0.008290713352266055,1,0.007058323431989422,-0.007647881797300582,-0.008837684245709854
2015-07-14,44.35334014892578,44.35334014892578,44.35334014892578,44.35334014892578,25,-0.003801366579590071,0,0.008290713352266055,0.007058323431989422,-0.007647881797300582
2015-07-15,44.38207244873047,44.52259616380365,44.38207244873047,44.52259616380365,313,0.0006478046457880637,1,-0.003801366579590071,0.008290713352266055,0.007058323431989422
2015-07-16,44.88867950439453,44.88867950439453,44.578909149051796,44.578909149051796,1968,0.011414677767679349,1,0.0006478046457880637,-0.003801366579590071,0.008290713352266055
2015-07-17,44.973167419433594,44.973167419433594,44.829544484978584,44.916844068122955,6122,0.0018821653025189455,1,0.011414677767679349,0.0006478046457880637,-0.003801366579590071
2015-07-20,44.916561126708984,44.91684311944991,44.916561126708984,44.91684311944991,70,-0.001258668134193952,0,0.0018821653025189455,0.011414677767679349,0.0006478046457880637
2015-07-21,44.916839599609375,44.94500127246305,44.88867792675569,44.88867792675569,1704,6.199782294213918e-06,1,-0.001258668134193952,0.0018821653025189455,0.011414677767679349
2015-07-22,45.01737976074219,45.05765101176031,45.01737976074219,45.05765101176031,182,0.002238362316428155,1,6.199782294213918e-06,-0.001258668134193952,0.0018821653025189455
2015-07-23,44.832359313964844,44.91684165073883,44.832359313964844,44.91684165073883,2594,-0.004109978140902193,0,0.002238362316428155,6.199782294213918e-06,-0.001258668134193952
2015-07-24,44.438106536865234,44.65494821767291,44.438106536865234,44.63523558174905,2650,-0.008793933291322498,0,-0.004109978140902193,0.002238362316428155,6.199782294213918e-06
2015-07-27,44.043846130371094,44.1564901282229,43.959643110447686,44.1564901282229,689,-0.008872124336959941,0,-0.008793933291322498,-0.004109978140902193,0.002238362316428155
2015-07-28,44.26913833618164,44.26913833618164,44.26913833618164,44.26913833618164,76,0.005115180112646778,1,-0.008872124336959941,-0.008793933291322498,-0.004109978140902193
2015-07-29,44.74787521362305,44.74787521362305,44.55074618805941,44.55074618805941,2700,0.01081423527618397,1,0.005115180112646778,-0.008872124336959941,-0.008793933291322498
2015-07-30,44.973167419433594,44.973167419433594,44.88868239246763,44.88868239246763,51,0.005034701753659165,1,0.01081423527618397,0.005115180112646778,-0.008872124336959941
2015-07-31,11.144726753234863,11.144726753234863,11.144726753234863,11.144726753234863,0,-0.7521916424232318,0,0.005034701753659165,0.01081423527618397,0.005115180112646778
2015-08-03,44.832359313964844,44.88867997659915,44.77603596568547,44.88867997659915,1866,3.0227419035600693,1,-0.7521916424232318,0.005034701753659165,0.01081423527618397
2015-08-04,45.00132369995117,45.17029374370955,44.888679689757296,44.888679689757296,2096,0.003768804242557433,1,3.0227419035600693,-0.7521916424232318,0.005034701753659165
2015-08-05,45.17902374267578,45.17902374267578,45.11397204597507,45.1705747030498,370,0.003948773682957318,1,0.003768804242557433,3.0227419035600693,-0.7521916424232318
