Price,Close,High,Low,Open,Volume
Ticker,PAK,PAK,PAK,PAK,PAK
Date,,,,,
2015-04-22,43.536956787109375,43.536956787109375,43.536956787109375,43.536956787109375,0
2015-04-23,43.53667068481445,43.59327334126204,43.47922205015558,43.508791002873735,1373
2015-04-24,44.015682220458984,44.10016454313911,43.677750244093865,43.959358881575824,16812
2015-04-27,44.015682220458984,44.54623668560518,43.93119989777886,44.32545252738252,9358
2015-04-28,43.74816131591797,43.80166742532065,43.59327478570306,43.70592148814678,11358
2015-04-29,43.508792877197266,43.649598571006976,43.09032100861228,43.649598571006976,2182
2015-04-30,43.59326934814453,43.76223669508895,43.10439604131808,43.50878701749476,866
2015-05-01,43.761962890625,44.07201527749554,43.64960085956435,44.043856285773394,1517
2015-05-04,43.7059211730957,44.07173290371881,43.649597822279844,43.649597822279844,3126
2015-05-05,43.311668395996094,43.67776214152343,43.29730556467833,43.67776214152343,5079
2015-05-06,43.841094970703125,44.21282051398201,43.76224442341916,44.21282051398201,945
2015-05-07,43.83376693725586,43.83376693725586,43.70028232795774,43.705916810993116,387
2015-05-08,43.621437072753906,43.677760424765246,43.56511640638781,43.59327539674823,3235
2015-05-11,42.28660202026367,42.46683297730837,42.157062614489575,42.46683297730837,3009
2015-05-12,42.77660369873047,43.36798544044771,42.74844470961641,43.36798544044771,1802
2015-05-13,42.748435974121094,43.00188562387194,42.66395096710776,43.00188562387194,1893
2015-05-14,42.889251708984375,43.17086311152942,42.720287015973646,43.17086311152942,2512
2015-05-15,42.67803955078125,42.80448240593497,42.49527603303691,42.66395871372233,850
2015-05-18,42.55131530761719,42.74844434359851,42.38235063179903,42.74844434359851,16540
2015-05-19,42.326026916503906,42.326026916503906,42.18522123077714,42.29786792787461,1389
2015-05-20,42.03653335571289,42.3541887710933,41.93177439775972,42.3541887710933,700
2015-05-21,42.0444221496582,42.18494585575014,42.0444221496582,42.18494585575014,442
2015-05-22,42.14466857910156,42.18521913209743,42.14466857910156,42.18521913209743,838
2015-05-26,41.70648956298828,41.87545425098359,41.5941248495535,41.87545425098359,504
2015-05-27,42.24154281616211,42.27843283539599,42.19648575059085,42.21338114306321,1900
2015-05-28,42.01625061035156,42.01625061035156,41.88276601199442,41.88276601199442,729
2015-05-29,42.52315902709961,42.55131801776605,42.48373375452132,42.52315902709961,383
2015-06-01,43.283504486083984,47.704788195805314,41.95993527216905,41.95993527216905,592
2015-06-02,43.597496032714844,43.95908590456912,43.36798349644132,43.931206223797574,450
2015-06-03,43.73407745361328,43.860802299453404,43.56511278292313,43.860802299453404,1385
2015-06-04,43.62171173095703,43.835172150175765,43.62171173095703,43.835172150175765,200
2015-06-05,43.529911041259766,43.76195613685281,43.529911041259766,43.76195613685281,1930
2015-06-08,43.22718048095703,43.48062748538024,43.19901880747278,43.48062748538024,4935
2015-06-09,43.621158599853516,43.621158599853516,43.56314865794941,43.56314865794941,136
2015-06-10,43.59326934814453,43.677754364439174,43.591862070233084,43.64959269234096,2012
2015-06-11,43.91008758544922,43.91008758544922,43.67804246501359,43.67804246501359,1234
2015-06-12,43.790401458740234,43.93120714352716,43.72563175685757,43.90304546944076,629
2015-06-15,44.29729080200195,44.29729080200195,43.7903941809167,43.7903941809167,2364
2015-06-16,43.790401458740234,43.790401458740234,43.56511343733918,43.65804481330824,1099
2015-06-17,43.396148681640625,43.48063102332254,43.36798700586491,43.48063102332254,703
2015-06-18,43.75379180908203,43.75379180908203,43.75379180908203,43.75379180908203,78
2015-06-19,43.56511306762695,43.593272055829324,43.508789719932146,43.593272055829324,472
2015-06-22,43.08638000488281,43.31166804868611,43.08638000488281,43.31166804868611,617
2015-06-23,43.05820846557617,43.05820846557617,42.98217249252696,43.05820846557617,824
2015-06-24,43.22718048095703,43.31166281576477,43.22718048095703,43.31166281576477,560
2015-06-25,42.832645416259766,43.00189477333312,42.82504235485268,43.00189477333312,482
2015-06-26,42.776878356933594,42.80475803417461,42.776596364244035,42.80475803417461,1488
2015-06-29,43.08638000488281,43.2271857036712,42.94557430609442,43.03005665110933,722
2015-06-30,43.536956787109375,43.62115714070846,43.45247444074658,43.59327745613612,1017
2015-07-01,44.166629791259766,44.2406918188686,44.15649148200846,44.2406918188686,498
2015-07-02,44.49442672729492,44.634950417867145,44.49442672729492,44.634950417867145,1330
2015-07-06,44.65889358520508,44.83236479236798,44.65889358520508,44.66339741252754,1786
2015-07-07,44.57890701293945,44.57890701293945,44.4071251077579,44.4071251077579,1173
2015-07-08,44.184932708740234,44.43810039180138,44.184932708740234,44.43810039180138,412
2015-07-09,43.84701156616211,44.21282334179166,43.84701156616211,44.21282334179166,2671
2015-07-10,44.156497955322266,44.156497955322266,43.98753058577134,44.04385393750339,880
2015-07-13,44.522586822509766,44.86051883906217,44.3536194714111,44.3536194714111,712
2015-07-14,44.35334014892578,44.35334014892578,44.35334014892578,44.35334014892578,25
2015-07-15,44.38207244873047,44.52259616380365,44.38207244873047,44.52259616380365,313
2015-07-16,44.88867950439453,44.88867950439453,44.578909149051796,44.578909149051796,1968
2015-07-17,44.973167419433594,44.973167419433594,44.829544484978584,44.916844068122955,6122
2015-07-20,44.916561126708984,44.91684311944991,44.916561126708984,44.91684311944991,70
2015-07-21,44.916839599609375,44.94500127246305,44.88867792675569,44.88867792675569,1704
2015-07-22,45.01737976074219,45.05765101176031,45.01737976074219,45.05765101176031,182
2015-07-23,44.832359313964844,44.91684165073883,44.832359313964844,44.91684165073883,2594
2015-07-24,44.438106536865234,44.65494821767291,44.438106536865234,44.63523558174905,2650
2015-07-27,44.043846130371094,44.1564901282229,43.959643110447686,44.1564901282229,689
2015-07-28,44.26913833618164,44.26913833618164,44.26913833618164,44.26913833618164,76
2015-07-29,44.74787521362305,44.74787521362305,44.55074618805941,44.55074618805941,2700
2015-07-30,44.973167419433594,44.973167419433594,44.88868239246763,44.88868239246763,51
2015-07-31,11.144726753234863,11.144726753234863,11.144726753234863,11.144726753234863,0
2015-08-03,44.832359313964844,44.88867997659915,44.77603596568547,44.88867997659915,1866
2015-08-04,45.00132369995117,45.17029374370955,44.888679689757296,44.888679689757296,2096
2015-08-05,45.17902374267578,45.17902374267578,45.11397204597507,45.1705747030498,370
2015-08-06,45.170291900634766,45.64874491747282,45.14213022782411,45.64874491747282,3108
2015-08-07,45.22661209106445,45.282656132358454,45.1139707655923,45.282656132358454,803
2015-08-10,45.19845199584961,45.27871518717724,45.085810666442406,45.19845199584961,1880
2015-08-11,45.088623046875,45.088623046875,45.057646817065,45.057646817065,62
2015-08-12,44.6352424621582,44.74788649703623,44.52259842728018,44.74788649703623,958
2015-08-13,44.49442672729492,44.832358755828906,44.49442672729492,44.832358755828906,667
2015-08-14,44.86052322387695,44.91684388931819,44.7011301813927,44.88868221377497,6746
2015-08-17,44.21281814575195,44.21281814575195,43.84700641311383,44.15649748027105,3830
2015-08-18,44.156497955322266,44.156497955322266,43.790404225999616,43.790404225999616,2184
2015-08-19,43.874881744384766,43.874881744384766,43.874881744384766,43.874881744384766,875
2015-08-20,43.64959716796875,43.64959716796875,43.508791478684984,43.56511482865655,2774
2015-08-21,42.43866729736328,42.889243304626476,42.41050831114297,42.55159329188801,2201
2015-08-24,40.59694290161133,40.59694290161133,36.63750159717067,40.099053828989,822
2015-08-25,40.6363639831543,40.6363639831543,40.6363639831543,40.6363639831543,61
2015-08-26,40.49555587768555,40.55187653338312,40.29842955427694,40.55187653338312,320
2015-08-27,40.805328369140625,41.19958372257853,40.805328369140625,41.143260378239596,1584
2015-08-28,41.509361267089844,41.565684621208625,41.39671724449763,41.565684621208625,1132
2015-08-31,41.86024475097656,41.87545087340187,41.53977209524233,41.565680513299014,710
2015-09-01,10.26469612121582,10.26469612121582,10.26469612121582,10.26469612121582,0
2015-09-02,41.42487716674805,41.42487716674805,41.25590979719472,41.3685538150152,3306
2015-09-03,41.496971130371094,41.53752168816839,41.39671599277436,41.39671599277436,1569
2015-09-04,40.74900817871094,40.74900817871094,40.734927342464395,40.7399951544036,428
2015-09-08,40.326595306396484,40.326595306396484,40.270274641247894,40.29843631664478,1804
2015-09-09,40.523719787597656,40.74928978683884,40.523719787597656,40.74928978683884,242
2015-09-10,10.081648826599121,10.081648826599121,10.081648826599121,10.081648826599121,0
2015-09-11,40.49555587768555,40.49555587768555,40.382911880645665,40.382911880645665,100
2015-09-14,40.24211502075195,40.24211502075195,40.24211502075195,40.24211502075195,223
2015-09-15,39.96049880981445,39.98866048325685,39.84447626028318,39.98866048325685,428
2015-09-16,40.12946701049805,40.12946701049805,40.12946701049805,40.12946701049805,234
2015-09-17,39.67551040649414,39.87601528472197,39.67551040649414,39.87601528472197,164
2015-09-18,9.701473236083984,9.701473236083984,9.701473236083984,9.701473236083984,0
2015-09-21,9.729636192321777,9.729636192321777,9.729636192321777,9.729636192321777,0
2015-09-22,9.729636192321777,9.729636192321777,9.729636192321777,9.729636192321777,0
2015-09-23,39.143836975097656,39.143836975097656,39.14355766796159,39.14355766796159,250
2015-09-24,39.031192779541016,39.031192779541016,39.031192779541016,39.031192779541016,44
2015-09-25,39.143836975097656,39.143836975097656,38.94952783469955,38.94952783469955,350
2015-09-28,38.60877227783203,38.60877227783203,38.60877227783203,38.60877227783203,144
2015-09-29,38.29900360107422,38.42713573473723,38.2145185736005,38.42713573473723,613
2015-09-30,38.158477783203125,38.158477783203125,38.158477783203125,38.158477783203125,28
2015-10-01,9.645153045654297,9.645153045654297,9.645153045654297,9.645153045654297,0
2015-10-02,9.72259521484375,9.72259521484375,9.72259521484375,9.72259521484375,0
2015-10-05,39.05934524536133,39.05934524536133,38.80730552896899,38.83405723776079,728
2015-10-06,9.785959243774414,9.785959243774414,9.785959243774414,9.785959243774414,0
2015-10-07,39.90418243408203,39.9886647778372,39.90418243408203,39.9886647778372,542
2015-10-08,9.877480506896973,9.877480506896973,9.877480506896973,9.877480506896973,0
2015-10-09,40.38291931152344,40.42515913965801,40.38291931152344,40.42515913965801,240
2015-10-12,40.74900817871094,40.74900817871094,40.74900817871094,40.74900817871094,63
2015-10-13,10.067567825317383,10.067567825317383,10.067567825317383,10.067567825317383,0
2015-10-14,10.060528755187988,10.060528755187988,10.060528755187988,10.060528755187988,0
2015-10-15,10.032366752624512,10.032366752624512,10.032366752624512,10.032366752624512,0
2015-10-16,10.04644775390625,10.04644775390625,10.04644775390625,10.04644775390625,0
2015-10-19,10.018285751342773,10.018285751342773,10.018285751342773,10.018285751342773,0
2015-10-20,9.997166633605957,9.997166633605957,9.997166633605957,9.997166633605957,0
2015-10-21,40.6363639831543,40.6363639831543,40.60820231079374,40.6363639831543,1609
2015-10-22,10.004205703735352,10.004205703735352,10.004205703735352,10.004205703735352,0
2015-10-23,40.58004379272461,40.58004379272461,40.58004379272461,40.58004379272461,271
2015-10-26,9.969005584716797,9.969005584716797,9.969005584716797,9.969005584716797,0
2015-10-27,40.066104888916016,40.242111324500016,40.066104888916016,40.242111324500016,478
2015-10-28,40.298439025878906,40.467403718329216,40.27027734858873,40.270559341351984,2068
2015-10-29,40.523441314697266,40.52372330743432,40.43923828341416,40.52372330743432,1714
2015-10-30,40.32630920410156,40.32630920410156,40.13143612378192,40.13143612378192,197
2015-11-02,40.43923568725586,40.43923568725586,40.41107670003537,40.41107670003537,950
2015-11-03,40.43698501586914,40.43698501586914,40.315048670757704,40.315048670757704,553
2015-11-04,40.72085189819336,40.72085189819336,40.72085189819336,40.72085189819336,268
2015-11-05,40.523441314697266,40.523441314697266,40.49556163276093,40.49556163276093,260
2015-11-06,40.523719787597656,40.523719787597656,40.32659076765145,40.32659076765145,335
2015-11-09,40.298439025878906,40.298439025878906,40.298439025878906,40.298439025878906,65
