Price,Close,High,Low,Open,Volume
Ticker,NGE,NGE,NGE,NGE,NGE
Date,,,,,
2013-04-02,24.905851364135742,24.905851364135742,24.905851364135742,24.905851364135742,0
2013-04-03,24.905851364135742,24.984518282936925,24.905851364135742,24.984518282936925,325
2013-04-04,24.754817962646484,24.874391588471408,24.638390774272683,24.874391588471408,275
2013-04-05,24.7186279296875,24.858654127916157,24.63524059787693,24.858654127916157,525
2013-04-08,24.85865592956543,25.063189352140068,24.55972188870753,25.063189352140068,5045
2013-04-09,24.07198715209961,24.575453063632676,24.07198715209961,24.40238703165488,3663
2013-04-10,23.631452560424805,24.024628100081348,23.631452560424805,23.835984445040232,1832
2013-04-11,23.83598518371582,24.009052707449126,23.568518556534073,23.820253000105545,971
2013-04-12,23.74158477783203,23.7730506437731,23.59998462998069,23.74158477783203,1050
2013-04-15,23.278709411621094,23.851716442641475,23.278709411621094,23.851716442641475,2280
2013-04-16,23.458389282226562,23.56852208622579,23.458389282226562,23.56852208622579,250
2013-04-17,23.04916000366211,23.411183235079207,22.874991174240186,23.143716641968595,937
2013-04-18,22.939186096191406,22.939186096191406,22.939186096191406,22.939186096191406,25
2013-04-19,23.25385093688965,23.25385093688965,22.939184777479447,22.939184777479447,300
2013-04-22,23.238121032714844,23.411187062247652,23.206653663465197,23.411187062247652,983
2013-04-23,23.20665168762207,23.33251815301073,23.20665168762207,23.33251815301073,1190
2013-04-24,23.442655563354492,23.442655563354492,23.39545600462688,23.39545600462688,450
2013-04-25,23.25699806213379,23.44265132675061,23.25699806213379,23.363985909903466,620
2013-04-26,23.426923751831055,23.662923049687908,23.285323572938168,23.458389624670062,855
2013-04-29,23.426923751831055,23.725856295812864,23.285323572938168,23.426923751831055,720
2013-04-30,23.62515640258789,23.804516780661878,23.521316499586433,23.662916640124156,955
2013-05-01,23.20665168762207,23.568517400502817,23.20665168762207,23.5527852176642,1374
2013-05-02,23.599985122680664,23.6786520398456,23.599985122680664,23.647184672800968,812
2013-05-03,23.8989200592041,23.946121114613486,23.820254634415388,23.820254634415388,504
2013-05-06,23.906784057617188,24.30641151012751,23.647184285536966,24.16638382969741,7049
2013-05-07,23.914653778076172,24.21358779430345,23.914653778076172,23.993320703422654,1475
2013-05-08,24.402389526367188,24.701322066788812,24.386655839911594,24.63838882141337,3534
2013-05-09,24.84276008605957,24.921584550187298,24.418118680630915,24.543985148020013,9484
2013-05-10,24.62265396118164,25.078920343514856,24.54398853354756,24.93732167350539,7239
2013-05-13,24.63838768005371,24.92158802134757,24.543988566586997,24.669855051507188,5060
